,word,emotion,association
198,abnormal,disgust,1
199,abnormal,fear,0
200,abnormal,joy,0
201,abnormal,negative,1
202,abnormal,positive,0
203,abnormal,sadness,0
204,abnormal,surprise,0
205,abnormal,trust,0
206,aboard,anger,0
207,aboard,anticipation,0
208,aboard,disgust,0
209,aboard,fear,0
210,aboard,joy,0
211,aboard,negative,0
212,aboard,positive,0
213,aboard,sadness,0
214,aboard,surprise,0
215,aboard,trust,0
216,abode,anger,0
217,abode,anticipation,0
218,abode,disgust,0
219,abode,fear,0
220,abode,joy,0
221,abode,negative,0
222,abode,positive,0
223,abode,sadness,0
224,abode,surprise,0
225,abode,trust,0
226,abolish,anger,1
227,abolish,anticipation,0
228,abolish,disgust,0
229,abolish,fear,0
230,abolish,joy,0
231,abolish,negative,1
232,abolish,positive,0
233,abolish,sadness,0
234,abolish,surprise,0
235,abolish,trust,0
236,abolition,anger,0
237,abolition,anticipation,0
238,abolition,disgust,0
239,abolition,fear,0
240,abolition,joy,0
241,abolition,negative,1
242,abolition,positive,0
243,abolition,sadness,0
244,abolition,surprise,0
245,abolition,trust,0
246,abominable,anger,0
247,abominable,anticipation,0
248,abominable,disgust,1
249,abominable,fear,1
250,abominable,joy,0
251,abominable,negative,1
252,abominable,positive,0
253,abominable,sadness,0
254,abominable,surprise,0
255,abominable,trust,0
256,abomination,anger,1
257,abomination,anticipation,0
258,abomination,disgust,1
259,abomination,fear,1
260,abomination,joy,0
261,abomination,negative,1
262,abomination,positive,0
263,abomination,sadness,0
264,abomination,surprise,0
265,abomination,trust,0
266,aboriginal,anger,0
267,aboriginal,anticipation,0
268,aboriginal,disgust,0
269,aboriginal,fear,0
270,aboriginal,joy,0
271,aboriginal,negative,0
272,aboriginal,positive,0
273,aboriginal,sadness,0
274,aboriginal,surprise,0
275,aboriginal,trust,0
276,abort,anger,0
277,abort,anticipation,0
278,abort,disgust,0
279,abort,fear,0
280,abort,joy,0
281,abort,negative,1
282,abort,positive,0
283,abort,sadness,0
284,abort,surprise,0
285,abort,trust,0
286,abortion,anger,0
287,abortion,anticipation,0
288,abortion,disgust,1
289,abortion,fear,1
290,abortion,joy,0
291,abortion,negative,1
292,abortion,positive,0
293,abortion,sadness,1
294,abortion,surprise,0
295,abortion,trust,0
296,abortive,anger,0
297,abortive,anticipation,0
298,abortive,disgust,0
299,abortive,fear,0
300,abortive,joy,0
301,abortive,negative,1
302,abortive,positive,0
303,abortive,sadness,1
304,abortive,surprise,0
305,abortive,trust,0
306,abound,anger,0
307,abound,anticipation,0
308,abound,disgust,0
309,abound,fear,0
310,abound,joy,0
311,abound,negative,0
312,abound,positive,0
313,abound,sadness,0
314,abound,surprise,0
315,abound,trust,0
316,abovementioned,anger,0
317,abovementioned,anticipation,0
318,abovementioned,disgust,0
319,abovementioned,fear,0
320,abovementioned,joy,0
321,abovementioned,negative,0
322,abovementioned,positive,1
323,abovementioned,sadness,0
324,abovementioned,surprise,0
325,abovementioned,trust,0
326,abrasion,anger,0
327,abrasion,anticipation,0
328,abrasion,disgust,0
329,abrasion,fear,0
330,abrasion,joy,0
331,abrasion,negative,1
332,abrasion,positive,0
333,abrasion,sadness,0
334,abrasion,surprise,0
335,abrasion,trust,0
336,abroad,anger,0
337,abroad,anticipation,0
338,abroad,disgust,0
339,abroad,fear,0
340,abroad,joy,0
341,abroad,negative,0
342,abroad,positive,0
343,abroad,sadness,0
344,abroad,surprise,0
345,abroad,trust,0
346,abrogate,anger,0
347,abrogate,anticipation,0
348,abrogate,disgust,0
349,abrogate,fear,0
350,abrogate,joy,0
351,abrogate,negative,1
352,abrogate,positive,0
353,abrogate,sadness,0
354,abrogate,surprise,0
355,abrogate,trust,0
356,abrupt,anger,0
357,abrupt,anticipation,0
358,abrupt,disgust,0
359,abrupt,fear,0
360,abrupt,joy,0
361,abrupt,negative,0
362,abrupt,positive,0
363,abrupt,sadness,0
364,abrupt,surprise,1
365,abrupt,trust,0
366,abruptly,anger,0
367,abruptly,anticipation,0
368,abruptly,disgust,0
369,abruptly,fear,0
370,abruptly,joy,0
371,abruptly,negative,0
372,abruptly,positive,0
373,abruptly,sadness,0
374,abruptly,surprise,0
375,abruptly,trust,0
376,abscess,anger,0
377,abscess,anticipation,0
378,abscess,disgust,0
379,abscess,fear,0
380,abscess,joy,0
381,abscess,negative,1
382,abscess,positive,0
383,abscess,sadness,1
384,abscess,surprise,0
385,abscess,trust,0
386,absence,anger,0
387,absence,anticipation,0
388,absence,disgust,0
389,absence,fear,1
390,absence,joy,0
391,absence,negative,1
392,absence,positive,0
393,absence,sadness,1
394,absence,surprise,0
395,absence,trust,0
396,absent,anger,0
397,absent,anticipation,0
398,absent,disgust,0
399,absent,fear,0
400,absent,joy,0
401,absent,negative,1
402,absent,positive,0
403,absent,sadness,1
404,absent,surprise,0
405,absent,trust,0
406,absentee,anger,0
407,absentee,anticipation,0
408,absentee,disgust,0
409,absentee,fear,0
410,absentee,joy,0
411,absentee,negative,1
412,absentee,positive,0
413,absentee,sadness,1
414,absentee,surprise,0
415,absentee,trust,0
416,absenteeism,anger,0
417,absenteeism,anticipation,0
418,absenteeism,disgust,0
419,absenteeism,fear,0
420,absenteeism,joy,0
421,absenteeism,negative,1
422,absenteeism,positive,0
423,absenteeism,sadness,0
424,absenteeism,surprise,0
425,absenteeism,trust,0
426,absinthe,anger,0
427,absinthe,anticipation,0
428,absinthe,disgust,0
429,absinthe,fear,0
430,absinthe,joy,0
431,absinthe,negative,0
432,absinthe,positive,0
433,absinthe,sadness,0
434,absinthe,surprise,0
435,absinthe,trust,0
436,absolute,anger,0
437,absolute,anticipation,0
438,absolute,disgust,0
439,absolute,fear,0
440,absolute,joy,0
441,absolute,negative,0
442,absolute,positive,1
443,absolute,sadness,0
444,absolute,surprise,0
445,absolute,trust,0
446,absolution,anger,0
447,absolution,anticipation,0
448,absolution,disgust,0
449,absolution,fear,0
450,absolution,joy,1
451,absolution,negative,0
452,absolution,positive,1
453,absolution,sadness,0
454,absolution,surprise,0
455,absolution,trust,1
456,absorbed,anger,0
457,absorbed,anticipation,0
458,absorbed,disgust,0
459,absorbed,fear,0
460,absorbed,joy,0
461,absorbed,negative,0
462,absorbed,positive,1
463,absorbed,sadness,0
464,absorbed,surprise,0
465,absorbed,trust,0
466,absorbent,anger,0
467,absorbent,anticipation,0
468,absorbent,disgust,0
469,absorbent,fear,0
470,absorbent,joy,0
471,absorbent,negative,0
472,absorbent,positive,0
473,absorbent,sadness,0
474,absorbent,surprise,0
475,absorbent,trust,0
476,absorbing,anger,0
477,absorbing,anticipation,0
478,absorbing,disgust,0
479,absorbing,fear,0
480,absorbing,joy,0
481,absorbing,negative,0
482,absorbing,positive,0
483,absorbing,sadness,0
484,absorbing,surprise,0
485,absorbing,trust,0
486,absorption,anger,0
487,absorption,anticipation,0
488,absorption,disgust,0
489,absorption,fear,0
490,absorption,joy,0
491,absorption,negative,0
492,absorption,positive,0
493,absorption,sadness,0
494,absorption,surprise,0
495,absorption,trust,0
496,abstain,anger,0
497,abstain,anticipation,0
498,abstain,disgust,0
499,abstain,fear,0
500,abstain,joy,0
501,abstain,negative,0
502,abstain,positive,0
503,abstain,sadness,0
504,abstain,surprise,0
505,abstain,trust,0
506,abstention,anger,0
507,abstention,anticipation,0
508,abstention,disgust,0
509,abstention,fear,0
510,abstention,joy,0
511,abstention,negative,0
512,abstention,positive,0
513,abstention,sadness,0
514,abstention,surprise,0
515,abstention,trust,0
516,abstinence,anger,0
517,abstinence,anticipation,0
518,abstinence,disgust,0
519,abstinence,fear,0
520,abstinence,joy,0
521,abstinence,negative,0
522,abstinence,positive,0
523,abstinence,sadness,0
524,abstinence,surprise,0
525,abstinence,trust,0
526,abstract,anger,0
527,abstract,anticipation,0
528,abstract,disgust,0
529,abstract,fear,0
530,abstract,joy,0
531,abstract,negative,0
532,abstract,positive,0
533,abstract,sadness,0
534,abstract,surprise,0
535,abstract,trust,0
536,abstraction,anger,0
537,abstraction,anticipation,0
538,abstraction,disgust,0
539,abstraction,fear,0
540,abstraction,joy,0
541,abstraction,negative,0
542,abstraction,positive,0
543,abstraction,sadness,0
544,abstraction,surprise,0
545,abstraction,trust,0
546,absurd,anger,0
547,absurd,anticipation,0
548,absurd,disgust,0
549,absurd,fear,0
550,absurd,joy,0
551,absurd,negative,1
552,absurd,positive,0
553,absurd,sadness,0
554,absurd,surprise,0
555,absurd,trust,0
556,absurdity,anger,0
557,absurdity,anticipation,0
558,absurdity,disgust,0
559,absurdity,fear,0
560,absurdity,joy,0
561,absurdity,negative,1
562,absurdity,positive,0
563,absurdity,sadness,0
564,absurdity,surprise,0
565,absurdity,trust,0
566,abundance,anger,0
567,abundance,anticipation,1
568,abundance,disgust,1
569,abundance,fear,0
570,abundance,joy,1
571,abundance,negative,1
572,abundance,positive,1
573,abundance,sadness,0
574,abundance,surprise,0
575,abundance,trust,1
576,abundant,anger,0
577,abundant,anticipation,0
578,abundant,disgust,0
579,abundant,fear,0
580,abundant,joy,1
581,abundant,negative,0
582,abundant,positive,1
583,abundant,sadness,0
584,abundant,surprise,0
585,abundant,trust,0
586,abuse,anger,1
587,abuse,anticipation,0
588,abuse,disgust,1
589,abuse,fear,1
590,abuse,joy,0
591,abuse,negative,1
592,abuse,positive,0
593,abuse,sadness,1
594,abuse,surprise,0
595,abuse,trust,0
596,abutment,anger,0
597,abutment,anticipation,0
598,abutment,disgust,0
599,abutment,fear,0
600,abutment,joy,0
601,abutment,negative,0
602,abutment,positive,0
603,abutment,sadness,0
604,abutment,surprise,0
605,abutment,trust,0
606,aby,anger,0
607,aby,anticipation,0
608,aby,disgust,0
609,aby,fear,0
610,aby,joy,0
611,aby,negative,0
612,aby,positive,0
613,aby,sadness,0
614,aby,surprise,0
615,aby,trust,0
616,abysmal,anger,0
617,abysmal,anticipation,0
618,abysmal,disgust,0
619,abysmal,fear,0
620,abysmal,joy,0
621,abysmal,negative,1
622,abysmal,positive,0
623,abysmal,sadness,1
624,abysmal,surprise,0
625,abysmal,trust,0
626,abyss,anger,0
627,abyss,anticipation,0
628,abyss,disgust,0
629,abyss,fear,1
630,abyss,joy,0
631,abyss,negative,1
632,abyss,positive,0
633,abyss,sadness,1
634,abyss,surprise,0
635,abyss,trust,0
636,academic,anger,0
637,academic,anticipation,0
638,academic,disgust,0
639,academic,fear,0
640,academic,joy,0
641,academic,negative,0
642,academic,positive,1
643,academic,sadness,0
644,academic,surprise,0
645,academic,trust,1
646,academy,anger,0
647,academy,anticipation,0
648,academy,disgust,0
649,academy,fear,0
650,academy,joy,0
651,academy,negative,0
652,academy,positive,1
653,academy,sadness,0
654,academy,surprise,0
655,academy,trust,0
656,accede,anger,0
657,accede,anticipation,0
658,accede,disgust,0
659,accede,fear,0
660,accede,joy,0
661,accede,negative,0
662,accede,positive,0
663,accede,sadness,0
664,accede,surprise,0
665,accede,trust,0
666,accelerate,anger,0
667,accelerate,anticipation,1
668,accelerate,disgust,0
669,accelerate,fear,0
670,accelerate,joy,0
671,accelerate,negative,0
672,accelerate,positive,0
673,accelerate,sadness,0
674,accelerate,surprise,0
675,accelerate,trust,0
676,acceleration,anger,0
677,acceleration,anticipation,0
678,acceleration,disgust,0
679,acceleration,fear,0
680,acceleration,joy,0
681,acceleration,negative,0
682,acceleration,positive,0
683,acceleration,sadness,0
684,acceleration,surprise,0
685,acceleration,trust,0
686,accent,anger,0
687,accent,anticipation,0
688,accent,disgust,0
689,accent,fear,0
690,accent,joy,0
691,accent,negative,0
692,accent,positive,0
693,accent,sadness,0
694,accent,surprise,0
695,accent,trust,0
696,accentuate,anger,0
697,accentuate,anticipation,0
698,accentuate,disgust,0
699,accentuate,fear,0
700,accentuate,joy,0
701,accentuate,negative,0
702,accentuate,positive,0
703,accentuate,sadness,0
704,accentuate,surprise,0
705,accentuate,trust,0
706,accept,anger,0
707,accept,anticipation,0
708,accept,disgust,0
709,accept,fear,0
710,accept,joy,0
711,accept,negative,0
712,accept,positive,0
713,accept,sadness,0
714,accept,surprise,0
715,accept,trust,0
716,acceptable,anger,0
717,acceptable,anticipation,0
718,acceptable,disgust,0
719,acceptable,fear,0
720,acceptable,joy,0
721,acceptable,negative,0
722,acceptable,positive,1
723,acceptable,sadness,0
724,acceptable,surprise,0
725,acceptable,trust,0
726,acceptance,anger,0
727,acceptance,anticipation,0
728,acceptance,disgust,0
729,acceptance,fear,0
730,acceptance,joy,0
731,acceptance,negative,0
732,acceptance,positive,1
733,acceptance,sadness,0
734,acceptance,surprise,0
735,acceptance,trust,0
736,access,anger,0
737,access,anticipation,0
738,access,disgust,0
739,access,fear,0
740,access,joy,0
741,access,negative,0
742,access,positive,0
743,access,sadness,0
744,access,surprise,0
745,access,trust,0
746,accessible,anger,0
747,accessible,anticipation,0
748,accessible,disgust,0
749,accessible,fear,0
750,accessible,joy,0
751,accessible,negative,0
752,accessible,positive,1
753,accessible,sadness,0
754,accessible,surprise,0
755,accessible,trust,0
756,accession,anger,0
757,accession,anticipation,0
758,accession,disgust,0
759,accession,fear,0
760,accession,joy,0
761,accession,negative,0
762,accession,positive,0
763,accession,sadness,0
764,accession,surprise,0
765,accession,trust,0
766,accessory,anger,0
767,accessory,anticipation,0
768,accessory,disgust,0
769,accessory,fear,0
770,accessory,joy,0
771,accessory,negative,0
772,accessory,positive,0
773,accessory,sadness,0
774,accessory,surprise,0
775,accessory,trust,0
776,accident,anger,0
777,accident,anticipation,0
778,accident,disgust,0
779,accident,fear,1
780,accident,joy,0
781,accident,negative,1
782,accident,positive,0
783,accident,sadness,1
784,accident,surprise,1
785,accident,trust,0
786,accidental,anger,0
787,accidental,anticipation,0
788,accidental,disgust,0
789,accidental,fear,1
790,accidental,joy,0
791,accidental,negative,1
792,accidental,positive,0
793,accidental,sadness,0
794,accidental,surprise,1
795,accidental,trust,0
796,accidentally,anger,0
797,accidentally,anticipation,0
798,accidentally,disgust,0
799,accidentally,fear,0
800,accidentally,joy,0
801,accidentally,negative,0
802,accidentally,positive,0
803,accidentally,sadness,0
804,accidentally,surprise,1
805,accidentally,trust,0
806,accolade,anger,0
807,accolade,anticipation,1
808,accolade,disgust,0
809,accolade,fear,0
810,accolade,joy,1
811,accolade,negative,0
812,accolade,positive,1
813,accolade,sadness,0
814,accolade,surprise,1
815,accolade,trust,1
816,accommodate,anger,0
817,accommodate,anticipation,0
818,accommodate,disgust,0
819,accommodate,fear,0
820,accommodate,joy,0
821,accommodate,negative,0
822,accommodate,positive,0
823,accommodate,sadness,0
824,accommodate,surprise,0
825,accommodate,trust,0
826,accommodation,anger,0
827,accommodation,anticipation,0
828,accommodation,disgust,0
829,accommodation,fear,0
830,accommodation,joy,0
831,accommodation,negative,0
832,accommodation,positive,1
833,accommodation,sadness,0
834,accommodation,surprise,0
835,accommodation,trust,0
836,accompaniment,anger,0
837,accompaniment,anticipation,1
838,accompaniment,disgust,0
839,accompaniment,fear,0
840,accompaniment,joy,1
841,accompaniment,negative,0
842,accompaniment,positive,1
843,accompaniment,sadness,0
844,accompaniment,surprise,0
845,accompaniment,trust,1
846,accompany,anger,0
847,accompany,anticipation,0
848,accompany,disgust,0
849,accompany,fear,0
850,accompany,joy,0
851,accompany,negative,0
852,accompany,positive,0
853,accompany,sadness,0
854,accompany,surprise,0
855,accompany,trust,0
856,accompanying,anger,0
857,accompanying,anticipation,0
858,accompanying,disgust,0
859,accompanying,fear,0
860,accompanying,joy,0
861,accompanying,negative,0
862,accompanying,positive,0
863,accompanying,sadness,0
864,accompanying,surprise,0
865,accompanying,trust,0
866,accomplice,anger,0
867,accomplice,anticipation,0
868,accomplice,disgust,0
869,accomplice,fear,0
870,accomplice,joy,0
871,accomplice,negative,0
872,accomplice,positive,0
873,accomplice,sadness,0
874,accomplice,surprise,0
875,accomplice,trust,0
876,accomplish,anger,0
877,accomplish,anticipation,0
878,accomplish,disgust,0
879,accomplish,fear,0
880,accomplish,joy,1
881,accomplish,negative,0
882,accomplish,positive,1
883,accomplish,sadness,0
884,accomplish,surprise,0
885,accomplish,trust,0
886,accomplished,anger,0
887,accomplished,anticipation,0
888,accomplished,disgust,0
889,accomplished,fear,0
890,accomplished,joy,1
891,accomplished,negative,0
892,accomplished,positive,1
893,accomplished,sadness,0
894,accomplished,surprise,0
895,accomplished,trust,0
896,accomplishment,anger,0
897,accomplishment,anticipation,0
898,accomplishment,disgust,0
899,accomplishment,fear,0
900,accomplishment,joy,0
901,accomplishment,negative,0
902,accomplishment,positive,1
903,accomplishment,sadness,0
904,accomplishment,surprise,0
905,accomplishment,trust,0
906,accord,anger,0
907,accord,anticipation,0
908,accord,disgust,0
909,accord,fear,0
910,accord,joy,0
911,accord,negative,0
912,accord,positive,1
913,accord,sadness,0
914,accord,surprise,0
915,accord,trust,1
916,accordance,anger,0
917,accordance,anticipation,0
918,accordance,disgust,0
919,accordance,fear,0
920,accordance,joy,0
921,accordance,negative,0
922,accordance,positive,0
923,accordance,sadness,0
924,accordance,surprise,0
925,accordance,trust,0
926,accordion,anger,0
927,accordion,anticipation,0
928,accordion,disgust,0
929,accordion,fear,0
930,accordion,joy,0
931,accordion,negative,0
932,accordion,positive,0
933,accordion,sadness,0
934,accordion,surprise,0
935,accordion,trust,0
936,account,anger,0
937,account,anticipation,0
938,account,disgust,0
939,account,fear,0
940,account,joy,0
941,account,negative,0
942,account,positive,0
943,account,sadness,0
944,account,surprise,0
945,account,trust,1
946,accountability,anger,0
947,accountability,anticipation,0
948,accountability,disgust,0
949,accountability,fear,0
950,accountability,joy,0
951,accountability,negative,0
952,accountability,positive,1
953,accountability,sadness,0
954,accountability,surprise,0
955,accountability,trust,1
956,accountable,anger,0
957,accountable,anticipation,0
958,accountable,disgust,0
959,accountable,fear,0
960,accountable,joy,0
961,accountable,negative,0
962,accountable,positive,1
963,accountable,sadness,0
964,accountable,surprise,0
965,accountable,trust,1
966,accountant,anger,0
967,accountant,anticipation,0
968,accountant,disgust,0
969,accountant,fear,0
970,accountant,joy,0
971,accountant,negative,0
972,accountant,positive,0
973,accountant,sadness,0
974,accountant,surprise,0
975,accountant,trust,1
976,accounting,anger,0
977,accounting,anticipation,0
978,accounting,disgust,0
979,accounting,fear,0
980,accounting,joy,0
981,accounting,negative,0
982,accounting,positive,0
983,accounting,sadness,0
984,accounting,surprise,0
985,accounting,trust,0
986,accounts,anger,0
987,accounts,anticipation,0
988,accounts,disgust,0
989,accounts,fear,0
990,accounts,joy,0
991,accounts,negative,0
992,accounts,positive,0
993,accounts,sadness,0
994,accounts,surprise,0
995,accounts,trust,1
996,accredited,anger,0
997,accredited,anticipation,0
998,accredited,disgust,0
999,accredited,fear,0
1000,accredited,joy,0
1001,accredited,negative,0
1002,accredited,positive,1
1003,accredited,sadness,0
1004,accredited,surprise,0
1005,accredited,trust,1
1006,accretion,anger,0
1007,accretion,anticipation,0
1008,accretion,disgust,0
1009,accretion,fear,0
1010,accretion,joy,0
1011,accretion,negative,0
1012,accretion,positive,0
1013,accretion,sadness,0
1014,accretion,surprise,0
1015,accretion,trust,0
1016,accrue,anger,0
1017,accrue,anticipation,0
1018,accrue,disgust,0
1019,accrue,fear,0
1020,accrue,joy,0
1021,accrue,negative,0
1022,accrue,positive,0
1023,accrue,sadness,0
1024,accrue,surprise,0
1025,accrue,trust,0
1026,accueil,anger,0
1027,accueil,anticipation,0
1028,accueil,disgust,0
1029,accueil,fear,0
1030,accueil,joy,0
1031,accueil,negative,0
1032,accueil,positive,1
1033,accueil,sadness,0
1034,accueil,surprise,0
1035,accueil,trust,0
1036,accumulate,anger,0
1037,accumulate,anticipation,0
1038,accumulate,disgust,0
1039,accumulate,fear,0
1040,accumulate,joy,0
1041,accumulate,negative,0
1042,accumulate,positive,0
1043,accumulate,sadness,0
1044,accumulate,surprise,0
1045,accumulate,trust,0
1046,accumulation,anger,0
1047,accumulation,anticipation,0
1048,accumulation,disgust,0
1049,accumulation,fear,0
1050,accumulation,joy,0
1051,accumulation,negative,0
1052,accumulation,positive,0
1053,accumulation,sadness,0
1054,accumulation,surprise,0
1055,accumulation,trust,0
1056,accuracy,anger,0
1057,accuracy,anticipation,0
1058,accuracy,disgust,0
1059,accuracy,fear,0
1060,accuracy,joy,0
1061,accuracy,negative,0
1062,accuracy,positive,0
1063,accuracy,sadness,0
1064,accuracy,surprise,0
1065,accuracy,trust,0
1066,accurate,anger,0
1067,accurate,anticipation,0
1068,accurate,disgust,0
1069,accurate,fear,0
1070,accurate,joy,0
1071,accurate,negative,0
1072,accurate,positive,1
1073,accurate,sadness,0
1074,accurate,surprise,0
1075,accurate,trust,1
1076,accursed,anger,1
1077,accursed,anticipation,0
1078,accursed,disgust,0
1079,accursed,fear,1
1080,accursed,joy,0
1081,accursed,negative,1
1082,accursed,positive,0
1083,accursed,sadness,1
1084,accursed,surprise,0
1085,accursed,trust,0
1086,accusation,anger,1
1087,accusation,anticipation,0
1088,accusation,disgust,1
1089,accusation,fear,0
1090,accusation,joy,0
1091,accusation,negative,1
1092,accusation,positive,0
1093,accusation,sadness,0
1094,accusation,surprise,0
1095,accusation,trust,0
1096,accusative,anger,0
1097,accusative,anticipation,0
1098,accusative,disgust,0
1099,accusative,fear,0
1100,accusative,joy,0
1101,accusative,negative,1
1102,accusative,positive,0
1103,accusative,sadness,0
1104,accusative,surprise,0
1105,accusative,trust,0
1106,accused,anger,1
1107,accused,anticipation,0
1108,accused,disgust,0
1109,accused,fear,1
1110,accused,joy,0
1111,accused,negative,1
1112,accused,positive,0
1113,accused,sadness,0
1114,accused,surprise,0
1115,accused,trust,0
1116,accuser,anger,1
1117,accuser,anticipation,0
1118,accuser,disgust,0
1119,accuser,fear,1
1120,accuser,joy,0
1121,accuser,negative,1
1122,accuser,positive,0
1123,accuser,sadness,0
1124,accuser,surprise,0
1125,accuser,trust,0
1126,accusing,anger,1
1127,accusing,anticipation,0
1128,accusing,disgust,0
1129,accusing,fear,1
1130,accusing,joy,0
1131,accusing,negative,1
1132,accusing,positive,0
1133,accusing,sadness,0
1134,accusing,surprise,0
1135,accusing,trust,0
1136,accustomed,anger,0
1137,accustomed,anticipation,0
1138,accustomed,disgust,0
1139,accustomed,fear,0
1140,accustomed,joy,0
1141,accustomed,negative,0
1142,accustomed,positive,0
1143,accustomed,sadness,0
1144,accustomed,surprise,0
1145,accustomed,trust,0
1146,ace,anger,0
1147,ace,anticipation,0
1148,ace,disgust,0
1149,ace,fear,0
1150,ace,joy,0
1151,ace,negative,0
1152,ace,positive,1
1153,ace,sadness,0
1154,ace,surprise,0
1155,ace,trust,0
1156,acetic,anger,0
1157,acetic,anticipation,0
1158,acetic,disgust,0
1159,acetic,fear,0
1160,acetic,joy,0
1161,acetic,negative,0
1162,acetic,positive,0
1163,acetic,sadness,0
1164,acetic,surprise,0
1165,acetic,trust,0
1166,ache,anger,0
1167,ache,anticipation,0
1168,ache,disgust,0
1169,ache,fear,0
1170,ache,joy,0
1171,ache,negative,1
1172,ache,positive,0
1173,ache,sadness,1
1174,ache,surprise,0
1175,ache,trust,0
1176,achieve,anger,0
1177,achieve,anticipation,0
